,Provider,Fraud_Probability,Top1_Feature,Top1_SHAP,Top2_Feature,Top2_SHAP,Top3_Feature,Top3_SHAP,Fraud_Probability_Percent,Top1_ActualValue,Top2_ActualValue,Top3_ActualValue
926,PRV56108,0.0036278958,Provider_Insurance_Claim_Reimbursement_Amt,-2.207707,DeductibleAmtPaid_sum,-0.6046697,ChronicCond_Heartfailure_mean,-0.48754153,0.36278957,7360.0,0.0,0.2666666666666666
927,PRV56109,0.005945368,Provider_Insurance_Claim_Reimbursement_Amt,-2.341064,DeductibleAmtPaid_sum,-0.6487872,ClaimDuration_max,-0.435983,0.59453684,2320.0,0.0,1.0
928,PRV54407,0.0017547982,Provider_Insurance_Claim_Reimbursement_Amt,-2.4074385,DeductibleAmtPaid_sum,-0.68043596,ChronicCond_Heartfailure_mean,-0.46642226,0.17547983,2540.0,20.0,0.4736842105263157
929,PRV55983,0.06985424,HospitalDuration_max,-1.0811074,prv_avg_claims_indicator,-0.78737867,ClaimDuration_max,-0.3606985,6.9854236,12.0,1.0476190476190477,20.0
930,PRV52358,0.008228479,Provider_Insurance_Claim_Reimbursement_Amt,-2.3150153,DeductibleAmtPaid_sum,-0.53778845,prv_avg_claims_indicator,-0.39136553,0.8228479,5180.0,100.0,1.0588235294117647
931,PRV56783,0.0051250444,Provider_Insurance_Claim_Reimbursement_Amt,-1.7881011,DeductibleAmtPaid_sum,-0.6753586,Avg_InscClaimAmtReimbursed_Per_Provider,-0.5646419,0.51250446,25430.0,0.0,3319.764705882353
932,PRV51455,0.67470723,HospitalDuration_max,0.9592646,prv_avg_claims_indicator,-0.64927757,ChronicCond_KidneyDisease_mean,-0.52652335,67.470726,30.0,1.0,0.3235294117647059
933,PRV53407,0.12723462,Provider_Insurance_Claim_Reimbursement_Amt,-1.0492665,prv_avg_claims_indicator,0.99458426,HospitalDuration_max,-0.58351153,12.723462,53960.0,3.325,15.0
934,PRV53292,0.37163383,Provider_Insurance_Claim_Reimbursement_Amt,-1.3835462,HospitalDuration_max,0.9417402,HospitalDuration_std,0.7405285,37.163383,33700.0,31.0,13.126309458488324
935,PRV57154,0.014047379,Provider_Insurance_Claim_Reimbursement_Amt,-1.8022413,DeductibleAmtPaid_sum,-0.6069774,ChronicCond_Heartfailure_mean,-0.55838925,1.4047378,14630.0,320.0,0.4423076923076923
936,PRV53090,0.09909502,Provider_Insurance_Claim_Reimbursement_Amt,-1.1486017,DeductibleAmtPaid_sum,-0.61570126,prv_avg_claims_indicator,0.59157056,9.909502,58850.0,580.0,2.5211267605633805
937,PRV53550,0.001544766,Provider_Insurance_Claim_Reimbursement_Amt,-2.367041,prv_avg_claims_indicator,-0.7793844,DeductibleAmtPaid_sum,-0.5147403,0.1544766,3130.0,1.0,0.0
938,PRV54691,0.019392766,prv_avg_claims_indicator,-1.085763,HospitalDuration_max,-0.9009896,ClaimDuration_max,-0.5723825,1.9392766,1.0151515151515151,16.0,16.0
939,PRV52214,0.01387309,Provider_Insurance_Claim_Reimbursement_Amt,-1.9815503,DeductibleAmtPaid_sum,-0.6769447,prv_avg_claims_indicator,-0.30016348,1.387309,12680.0,260.0,1.0930232558139534
940,PRV55931,0.08670078,prv_avg_claims_indicator,0.8173567,Provider_Insurance_Claim_Reimbursement_Amt,-0.55632406,DeductibleAmtPaid_sum,-0.51760435,8.670078,2.7314814814814814,85700.0,810.0
941,PRV57227,0.8615133,Provider_Insurance_Claim_Reimbursement_Amt,0.8225741,HospitalDuration_max,0.7186707,prv_avg_claims_indicator,-0.54750043,86.15133,191800.0,35.0,1.04
942,PRV54891,0.030703789,HospitalDuration_max,-0.9099863,Provider_Insurance_Claim_Reimbursement_Amt,-0.66185063,HospitalDuration_std,-0.5669439,3.0703788,6.0,83380.0,1.4142135623730951
943,PRV51608,0.31052405,HospitalDuration_max,0.98913175,Provider_Insurance_Claim_Reimbursement_Amt,-0.75983113,prv_avg_claims_indicator,-0.66851896,31.052404,22.0,78140.0,1.0
944,PRV51323,0.0074632424,Provider_Insurance_Claim_Reimbursement_Amt,-2.0125167,ChronicCond_Heartfailure_mean,-0.7289409,DeductibleAmtPaid_sum,-0.6949712,0.74632424,20860.0,0.5131578947368421,320.0
945,PRV56866,0.029891234,Provider_Insurance_Claim_Reimbursement_Amt,-1.8989699,DeductibleAmtPaid_sum,-0.90894,prv_avg_claims_indicator,0.65443116,2.9891233,27180.0,110.0,2.9565217391304346
946,PRV52188,0.47925225,Provider_Insurance_Claim_Reimbursement_Amt,0.9862744,HospitalDuration_max,0.66767466,prv_avg_claims_indicator,-0.6182789,47.925224,171080.0,21.0,1.03125
947,PRV55632,0.00034880074,Provider_Insurance_Claim_Reimbursement_Amt,-2.1183891,prv_avg_claims_indicator,-0.7959804,ChronicCond_Heartfailure_mean,-0.7538611,0.034880072,60.0,1.0,0.0
948,PRV55595,0.0027617838,Provider_Insurance_Claim_Reimbursement_Amt,-2.2710428,DeductibleAmtPaid_sum,-0.62372506,HospitalDuration_max,-0.42985895,0.2761784,2610.0,0.0,
949,PRV51611,0.0009879118,Provider_Insurance_Claim_Reimbursement_Amt,-2.3561523,prv_avg_claims_indicator,-0.5644937,ChronicCond_KidneyDisease_mean,-0.5328271,0.09879118,2780.0,1.0,0.125
950,PRV53780,0.0012127201,Provider_Insurance_Claim_Reimbursement_Amt,-2.3166442,prv_avg_claims_indicator,-0.65676177,DeductibleAmtPaid_sum,-0.47859633,0.121272005,5080.0,1.0,0.0
951,PRV56793,0.035765868,HospitalDuration_max,-1.1140251,Provider_Insurance_Claim_Reimbursement_Amt,-1.0440469,prv_avg_claims_indicator,-0.52688646,3.5765867,5.0,56330.0,1.0689655172413792
952,PRV57240,0.008571372,Provider_Insurance_Claim_Reimbursement_Amt,-1.7638723,ChronicCond_Heartfailure_mean,-0.7893956,DeductibleAmtPaid_sum,-0.72360384,0.85713726,24790.0,0.375,310.0
953,PRV55739,0.26777154,Provider_Insurance_Claim_Reimbursement_Amt,0.92584443,HospitalDuration_max,-0.8539834,HospitalDuration_std,-0.44144976,26.777155,234640.0,10.0,3.0607876523260447
954,PRV54212,0.0020575027,Provider_Insurance_Claim_Reimbursement_Amt,-1.9997526,DeductibleAmtPaid_sum,-0.6506914,Avg_InscClaimAmtReimbursed_Per_Provider,-0.4549648,0.20575027,11920.0,0.0,3668.148148148148
955,PRV54437,0.0015314289,Provider_Insurance_Claim_Reimbursement_Amt,-2.1577232,prv_avg_claims_indicator,-0.670719,Avg_InscClaimAmtReimbursed_Per_Provider,-0.4863819,0.15314288,3230.0,1.0,1326.428571428571
956,PRV52392,0.5602644,prv_avg_claims_indicator,0.7882278,HospitalDuration_max,-0.5926357,Provider_Insurance_Claim_Reimbursement_Amt,-0.54241747,56.02644,2.351851851851852,13.0,85980.0
957,PRV51562,0.0011451882,Provider_Insurance_Claim_Reimbursement_Amt,-2.18563,prv_avg_claims_indicator,-0.6787577,DeductibleAmtPaid_sum,-0.5712055,0.11451882,5820.0,1.0,80.0
958,PRV52176,0.071232595,Provider_Insurance_Claim_Reimbursement_Amt,1.2816517,prv_avg_claims_indicator,-1.1529977,HospitalDuration_max,-1.0160729,7.1232595,312000.0,1.0,16.0
959,PRV55096,0.0012181608,Provider_Insurance_Claim_Reimbursement_Amt,-2.1697078,DeductibleAmtPaid_sum,-0.4878148,ChronicCond_KidneyDisease_mean,-0.402894,0.121816084,5350.0,70.0,0.2962962962962963
960,PRV51117,0.003147656,Provider_Insurance_Claim_Reimbursement_Amt,-2.5349865,DeductibleAmtPaid_sum,-0.5922661,ChronicCond_Cancer_mean,-0.49680048,0.3147656,1950.0,0.0,0.4166666666666667
961,PRV52886,0.025379436,Provider_Insurance_Claim_Reimbursement_Amt,-1.8276395,DeductibleAmtPaid_sum,-0.72419757,HospitalDuration_max,-0.31416532,2.5379436,24030.0,370.0,
962,PRV55016,0.06287405,Provider_Insurance_Claim_Reimbursement_Amt,-1.343402,DeductibleAmtPaid_sum,-0.5171078,HospitalDuration_max,-0.3449041,6.287405,38140.0,510.0,
963,PRV53377,0.011085681,prv_avg_claims_indicator,-1.1407721,Provider_Insurance_Claim_Reimbursement_Amt,-0.80988854,HospitalDuration_max,-0.6843372,1.1085681,1.0,57000.0,9.0
964,PRV52839,0.01330557,Provider_Insurance_Claim_Reimbursement_Amt,-2.0767174,DeductibleAmtPaid_sum,-0.7238868,HospitalDuration_max,-0.41843158,1.330557,12290.0,390.0,
965,PRV54916,0.04209436,HospitalDuration_max,-1.0948726,prv_avg_claims_indicator,-0.82962227,Provider_Insurance_Claim_Reimbursement_Amt,0.76220345,4.209436,14.0,1.0808080808080809,183750.0
966,PRV54259,0.10556648,HospitalDuration_max,-0.76152956,Provider_Insurance_Claim_Reimbursement_Amt,-0.68143094,prv_avg_claims_indicator,-0.27921852,10.556648,12.0,89900.0,1.1153846153846154
967,PRV51864,0.012193381,HospitalDuration_max,-0.9861179,ChronicCond_Heartfailure_mean,-0.7021797,HospitalDuration_std,-0.50453895,1.219338,4.0,0.4511278195488721,1.1690451944500124
968,PRV56982,0.016921084,Provider_Insurance_Claim_Reimbursement_Amt,-2.0504253,DeductibleAmtPaid_sum,-0.6382718,HospitalDuration_max,-0.2844507,1.6921084,9470.0,100.0,
969,PRV56428,0.7780794,Provider_Insurance_Claim_Reimbursement_Amt,0.8593204,prv_avg_claims_indicator,0.78876495,HospitalDuration_max,-0.68376887,77.80794,172930.0,2.0596026490066226,9.0
970,PRV56869,0.026270088,Provider_Insurance_Claim_Reimbursement_Amt,-2.0751119,Avg_InscClaimAmtReimbursed_Per_Provider,-0.44183472,DeductibleAmtPaid_sum,-0.41694197,2.6270087,11220.0,3701.944444444444,50.0
971,PRV55062,0.0022855948,Provider_Insurance_Claim_Reimbursement_Amt,-2.096427,DeductibleAmtPaid_sum,-0.5565476,ChronicCond_Cancer_mean,-0.48910165,0.22855948,7460.0,0.0,0.3448275862068966
972,PRV52011,0.004578256,Provider_Insurance_Claim_Reimbursement_Amt,-2.0837953,ChronicCond_Cancer_mean,-0.52263844,DeductibleAmtPaid_sum,-0.4831437,0.4578256,7070.0,0.3461538461538461,0.0
973,PRV51936,0.0026117344,Provider_Insurance_Claim_Reimbursement_Amt,-2.3825364,prv_avg_claims_indicator,-0.8672869,ChronicCond_Heartfailure_mean,-0.5765171,0.26117346,4770.0,1.0,0.5
974,PRV54252,0.0058591776,Provider_Insurance_Claim_Reimbursement_Amt,-2.395039,DeductibleAmtPaid_sum,-0.6531453,ClaimDuration_max,-0.36449987,0.5859178,6030.0,0.0,14.0
975,PRV56482,0.009400815,Provider_Insurance_Claim_Reimbursement_Amt,-2.3016288,DeductibleAmtPaid_sum,-0.6435658,HospitalDuration_max,-0.31121454,0.9400815,14780.0,0.0,
976,PRV52434,0.004483785,Provider_Insurance_Claim_Reimbursement_Amt,-2.0586054,DeductibleAmtPaid_sum,-0.5944622,prv_avg_claims_indicator,-0.53890014,0.4483785,90.0,0.0,1.0
977,PRV57409,0.94069666,Provider_Insurance_Claim_Reimbursement_Amt,0.958296,HospitalDuration_max,0.69535565,ChronicCond_Depression_mean,-0.32192573,94.069664,218620.0,22.0,0.3098591549295774
978,PRV57413,0.0053785085,Provider_Insurance_Claim_Reimbursement_Amt,-1.7710321,ChronicCond_Heartfailure_mean,-0.62641084,Avg_InscClaimAmtReimbursed_Per_Provider,-0.54881316,0.53785086,18030.0,0.4423076923076923,4089.807692307693
979,PRV52252,0.003672186,Provider_Insurance_Claim_Reimbursement_Amt,-2.3229702,prv_avg_claims_indicator,-0.6554673,DeductibleAmtPaid_sum,-0.6287024,0.3672186,2130.0,1.0,70.0
980,PRV57578,0.010916009,Provider_Insurance_Claim_Reimbursement_Amt,-2.1057706,prv_avg_claims_indicator,-0.50149816,DeductibleAmtPaid_sum,-0.4863632,1.0916009,180.0,1.0,0.0
981,PRV51458,0.003632454,Provider_Insurance_Claim_Reimbursement_Amt,-1.7448345,ChronicCond_Heartfailure_mean,-0.6540611,prv_avg_claims_indicator,-0.5691093,0.3632454,12440.0,0.5178571428571429,1.018181818181818
982,PRV51212,0.0063781925,Provider_Insurance_Claim_Reimbursement_Amt,-2.2762337,prv_avg_claims_indicator,-0.6748094,DeductibleAmtPaid_sum,-0.59682405,0.63781923,6260.0,1.0,70.0
983,PRV52787,0.006874988,prv_avg_claims_indicator,-1.0925227,HospitalDuration_max,-1.0095649,Provider_Insurance_Claim_Reimbursement_Amt,-0.7334024,0.6874988,1.0,7.0,67000.0
984,PRV55680,0.07044066,HospitalDuration_max,-0.930535,prv_avg_claims_indicator,0.87267065,Provider_Insurance_Claim_Reimbursement_Amt,-0.709486,7.044066,4.0,2.861111111111111,68060.0
985,PRV56700,0.0023389526,Provider_Insurance_Claim_Reimbursement_Amt,-2.1777654,prv_avg_claims_indicator,-0.6982737,DeductibleAmtPaid_sum,-0.5794603,0.23389526,640.0,1.0,0.0
986,PRV56515,0.01092175,Provider_Insurance_Claim_Reimbursement_Amt,-2.1897414,Avg_InscClaimAmtReimbursed_Per_Provider,-0.5229366,DeductibleAmtPaid_sum,-0.42346275,1.092175,2640.0,1005.7142857142856,0.0
987,PRV55258,0.009068414,Provider_Insurance_Claim_Reimbursement_Amt,-1.8841205,DeductibleAmtPaid_sum,-0.69467217,HospitalDuration_max,-0.55126595,0.90684134,25200.0,10.0,13.0
988,PRV56753,0.092038356,ClaimDuration_max,-0.7870615,HospitalDuration_max,-0.7479714,ChronicCond_Cancer_mean,-0.35695344,9.2038355,15.0,15.0,0.3333333333333333
989,PRV53652,0.0036132603,Provider_Insurance_Claim_Reimbursement_Amt,-2.2457209,DeductibleAmtPaid_sum,-0.57548356,prv_avg_claims_indicator,-0.4394551,0.36132604,3640.0,0.0,1.0416666666666667
990,PRV57250,0.023086853,Provider_Insurance_Claim_Reimbursement_Amt,-2.024277,DeductibleAmtPaid_sum,-0.72165054,HospitalDuration_max,-0.36612755,2.3086853,12760.0,100.0,
991,PRV57356,0.021869594,Provider_Insurance_Claim_Reimbursement_Amt,-1.6230507,DeductibleAmtPaid_sum,-0.7859535,ChronicCond_Heartfailure_mean,-0.5147975,2.1869595,23570.0,240.0,0.5223880597014925
992,PRV55191,0.0074735074,Provider_Insurance_Claim_Reimbursement_Amt,-1.7664961,DeductibleAmtPaid_sum,-0.61826205,HospitalDuration_max,-0.41965082,0.74735075,17290.0,0.0,
993,PRV54393,0.06531577,Provider_Insurance_Claim_Reimbursement_Amt,-1.4595366,Avg_InscClaimAmtReimbursed_Per_Provider,-0.44825867,ChronicCond_stroke_mean,-0.37405354,6.5315766,48090.0,4559.466666666666,0.08
994,PRV53648,0.009049139,Provider_Insurance_Claim_Reimbursement_Amt,-1.164981,ChronicCond_Heartfailure_mean,-0.6898755,Avg_InscClaimAmtReimbursed_Per_Provider,-0.4505713,0.9049139,10540.0,0.3,1408.5
995,PRV53644,0.0022974429,Provider_Insurance_Claim_Reimbursement_Amt,-2.1858711,ChronicCond_Heartfailure_mean,-0.6908963,DeductibleAmtPaid_sum,-0.45115387,0.22974429,4640.0,0.5,80.0
996,PRV52278,0.060205564,prv_avg_claims_indicator,-1.323569,HospitalDuration_max,-1.0088998,Provider_Insurance_Claim_Reimbursement_Amt,0.9452925,6.0205564,1.0,14.0,235000.0
997,PRV54004,0.0006854362,Provider_Insurance_Claim_Reimbursement_Amt,-2.0980422,prv_avg_claims_indicator,-0.5529702,ChronicCond_KidneyDisease_mean,-0.47210902,0.06854362,1090.0,1.0,0.25
998,PRV52673,0.0030319027,Provider_Insurance_Claim_Reimbursement_Amt,-1.8693447,DeductibleAmtPaid_sum,-0.5998178,ChronicCond_Heartfailure_mean,-0.5216741,0.30319026,19470.0,520.0,0.4942528735632184
999,PRV54114,0.16188042,Provider_Insurance_Claim_Reimbursement_Amt,-1.6888134,HospitalDuration_max,0.86634845,HospitalDuration_std,0.81764585,16.188042,22790.0,24.0,12.288205727444508
1000,PRV53842,0.0014682924,Provider_Insurance_Claim_Reimbursement_Amt,-2.3951285,prv_avg_claims_indicator,-0.7343049,Avg_InscClaimAmtReimbursed_Per_Provider,-0.43543425,0.14682925,2410.0,1.0,4572.857142857143
1001,PRV52706,0.1257154,Provider_Insurance_Claim_Reimbursement_Amt,-1.3118322,HospitalDuration_std,1.0073764,HospitalDuration_max,0.86896515,12.571541,33190.0,23.33452377915607,35.0
1002,PRV55580,0.009078,Provider_Insurance_Claim_Reimbursement_Amt,-2.02831,ChronicCond_Heartfailure_mean,-0.7521694,DeductibleAmtPaid_sum,-0.55224735,0.90779996,19380.0,0.4848484848484848,310.0
1003,PRV57092,0.0048860013,Provider_Insurance_Claim_Reimbursement_Amt,-1.9994727,prv_avg_claims_indicator,-0.8817757,HospitalDuration_max,-0.6384691,0.48860013,7000.0,1.0,14.0
1004,PRV51210,0.0004180948,Provider_Insurance_Claim_Reimbursement_Amt,-2.3272045,prv_avg_claims_indicator,-0.64965546,ChronicCond_Heartfailure_mean,-0.5654941,0.04180948,2890.0,1.0,0.4444444444444444
1005,PRV53943,0.024596242,HospitalDuration_max,-0.9575907,prv_avg_claims_indicator,-0.78312105,HospitalDuration_std,-0.42008018,2.4596243,10.0,1.058252427184466,3.4226138716316967
1006,PRV57424,0.008470276,Provider_Insurance_Claim_Reimbursement_Amt,-2.1270995,DeductibleAmtPaid_sum,-0.7234999,HospitalDuration_max,-0.35127425,0.84702766,11890.0,0.0,
1007,PRV53040,0.027788479,HospitalDuration_max,-1.1640912,Provider_Insurance_Claim_Reimbursement_Amt,-0.7698305,HospitalDuration_std,-0.7278218,2.778848,4.0,51800.0,0.8366600265340751
1008,PRV57477,0.0062045134,Provider_Insurance_Claim_Reimbursement_Amt,-2.1182525,DeductibleAmtPaid_sum,-0.8077159,Avg_InscClaimAmtReimbursed_Per_Provider,-0.45168453,0.62045133,22740.0,170.0,3189.764705882353
1009,PRV57484,0.0200729,Provider_Insurance_Claim_Reimbursement_Amt,-2.4657,DeductibleAmtPaid_sum,-0.43646613,prv_avg_claims_indicator,0.4212975,2.00729,1090.0,0.0,1.5
1010,PRV57517,0.0116471145,Provider_Insurance_Claim_Reimbursement_Amt,-1.759806,DeductibleAmtPaid_sum,-0.57989573,HospitalDuration_max,-0.3857773,1.1647115,20230.0,180.0,
1011,PRV57447,0.0018843514,Provider_Insurance_Claim_Reimbursement_Amt,-2.3499737,prv_avg_claims_indicator,-0.7451738,Avg_InscClaimAmtReimbursed_Per_Provider,-0.43993923,0.18843514,4240.0,1.0,2271.1111111111118
1012,PRV53729,0.0022823785,Provider_Insurance_Claim_Reimbursement_Amt,-2.347192,DeductibleAmtPaid_sum,-0.50457597,ChronicCond_Cancer_mean,-0.4796896,0.22823785,1900.0,0.0,0.3333333333333333
1013,PRV55779,0.0033669341,Provider_Insurance_Claim_Reimbursement_Amt,-2.5177002,ChronicCond_KidneyDisease_mean,-0.6501259,Avg_InscClaimAmtReimbursed_Per_Provider,-0.49398702,0.3366934,2530.0,0.2857142857142857,1728.571428571429
1014,PRV56596,0.0020132572,Provider_Insurance_Claim_Reimbursement_Amt,-2.3477108,DeductibleAmtPaid_sum,-0.6261418,ChronicCond_Heartfailure_mean,-0.5951757,0.20132573,4140.0,50.0,0.4444444444444444
1015,PRV52676,0.0038811124,Provider_Insurance_Claim_Reimbursement_Amt,-1.7495654,DeductibleAmtPaid_sum,-0.5948174,Avg_InscClaimAmtReimbursed_Per_Provider,-0.5600881,0.38811123,9800.0,40.0,4678.205128205128
1016,PRV53452,0.032419883,Provider_Insurance_Claim_Reimbursement_Amt,-1.6249323,DeductibleAmtPaid_sum,-0.72588605,HospitalDuration_max,-0.2452204,3.2419882,37100.0,130.0,
1017,PRV56585,0.006071301,Provider_Insurance_Claim_Reimbursement_Amt,-1.5519761,prv_avg_claims_indicator,-1.271386,HospitalDuration_max,-0.86291456,0.6071301,25090.0,1.0,10.0
1018,PRV53657,0.0006593783,Provider_Insurance_Claim_Reimbursement_Amt,-2.177841,DeductibleAmtPaid_sum,-0.5412197,Avg_InscClaimAmtReimbursed_Per_Provider,-0.5028141,0.06593783,2850.0,50.0,1550.8
1019,PRV52914,0.016202834,Provider_Insurance_Claim_Reimbursement_Amt,-1.7862805,DeductibleAmtPaid_sum,-0.59265304,Avg_InscClaimAmtReimbursed_Per_Provider,-0.5075537,1.6202834,17170.0,330.0,3904.754098360656
1020,PRV51225,0.000577775,Provider_Insurance_Claim_Reimbursement_Amt,-2.2097244,prv_avg_claims_indicator,-0.7094898,ChronicCond_Heartfailure_mean,-0.5361962,0.0577775,1190.0,1.0,0.375
1021,PRV52404,0.11950701,HospitalDuration_max,0.8982355,Provider_Insurance_Claim_Reimbursement_Amt,-0.84447664,ChronicCond_Heartfailure_mean,-0.5969702,11.950701,21.0,60610.0,0.4814814814814814
1022,PRV55007,0.0011913815,Provider_Insurance_Claim_Reimbursement_Amt,-2.409554,DeductibleAmtPaid_sum,-0.615382,ChronicCond_KidneyDisease_mean,-0.43912926,0.11913815,3330.0,0.0,0.2857142857142857
1023,PRV57052,0.008271113,Provider_Insurance_Claim_Reimbursement_Amt,-2.1679933,prv_avg_claims_indicator,-0.66614133,DeductibleAmtPaid_sum,-0.49253926,0.8271113,7720.0,1.0,40.0
1024,PRV56394,0.018475581,Provider_Insurance_Claim_Reimbursement_Amt,-1.8947405,DeductibleAmtPaid_sum,-0.66764045,perc_allocated_used,-0.37300035,1.8475581,15920.0,0.0,0.9972316423281888
1025,PRV54988,0.0013085876,Provider_Insurance_Claim_Reimbursement_Amt,-1.8440102,prv_avg_claims_indicator,-0.5935941,ChronicCond_Heartfailure_mean,-0.5300283,0.13085876,14310.0,1.0,0.4390243902439024
1026,PRV51595,0.0041627563,Provider_Insurance_Claim_Reimbursement_Amt,-1.6200473,HospitalDuration_max,-0.7540215,DeductibleAmtPaid_sum,-0.41520983,0.41627562,14660.0,3.0,1078.0
1027,PRV56480,0.0020577447,Provider_Insurance_Claim_Reimbursement_Amt,-2.1857276,DeductibleAmtPaid_sum,-0.5778647,ChronicCond_KidneyDisease_mean,-0.53367156,0.20577447,3120.0,70.0,0.1904761904761904
1028,PRV55197,0.026345797,Provider_Insurance_Claim_Reimbursement_Amt,-1.8509666,DeductibleAmtPaid_sum,-0.7211231,HospitalDuration_max,-0.34082383,2.6345797,24210.0,220.0,
1029,PRV55259,0.022682674,Provider_Insurance_Claim_Reimbursement_Amt,-2.0470552,DeductibleAmtPaid_sum,-0.43706706,prv_avg_claims_indicator,-0.39033124,2.2682674,13890.0,50.0,1.024390243902439
1030,PRV56141,0.0022086368,Provider_Insurance_Claim_Reimbursement_Amt,-1.8093398,DeductibleAmtPaid_sum,-0.5974773,ChronicCond_Heartfailure_mean,-0.5821987,0.22086369,14540.0,40.0,0.358974358974359
1031,PRV55417,0.0014042605,Provider_Insurance_Claim_Reimbursement_Amt,-2.566104,DeductibleAmtPaid_sum,-0.5921504,perc_allocated_used,-0.51692545,0.14042605,3710.0,30.0,0.3252942865345966
1032,PRV51397,0.0050543793,Provider_Insurance_Claim_Reimbursement_Amt,-1.5954794,DeductibleAmtPaid_sum,-0.6500017,ChronicCond_Heartfailure_mean,-0.6486585,0.5054379,17870.0,0.0,0.475
1033,PRV54316,0.0038500107,Provider_Insurance_Claim_Reimbursement_Amt,-2.2368774,DeductibleAmtPaid_sum,-0.6795884,ClaimDuration_max,-0.46335012,0.38500106,250.0,0.0,0.0
1034,PRV56551,0.008008974,Provider_Insurance_Claim_Reimbursement_Amt,-2.09349,DeductibleAmtPaid_sum,-0.69300586,Avg_InscClaimAmtReimbursed_Per_Provider,-0.397459,0.80089736,14070.0,100.0,4678.055555555556
1035,PRV56423,0.013239626,Provider_Insurance_Claim_Reimbursement_Amt,-1.5298042,HospitalDuration_max,-0.9286621,HospitalDuration_std,-0.4792222,1.3239626,15490.0,2.0,0.7071067811865476
1036,PRV51123,0.0049268054,Provider_Insurance_Claim_Reimbursement_Amt,-1.5387993,HospitalDuration_max,-0.9103152,HospitalDuration_std,-0.7325177,0.49268055,26910.0,4.0,2.1213203435596424
1037,PRV51313,0.011228778,Provider_Insurance_Claim_Reimbursement_Amt,-2.160797,DeductibleAmtPaid_sum,-0.6974554,ChronicCond_KidneyDisease_mean,-0.40354767,1.1228778,4970.0,90.0,0.3157894736842105
1038,PRV54535,0.006931499,Provider_Insurance_Claim_Reimbursement_Amt,-2.2408469,DeductibleAmtPaid_sum,-0.7131741,ChronicCond_KidneyDisease_mean,-0.41090238,0.6931499,7090.0,100.0,0.2647058823529412
1039,PRV51840,0.90138644,Provider_Insurance_Claim_Reimbursement_Amt,1.3316647,HospitalDuration_max,0.68081945,prv_avg_claims_indicator,-0.25893036,90.13864,380600.0,23.0,1.063063063063063
1040,PRV57385,0.003685343,Provider_Insurance_Claim_Reimbursement_Amt,-1.8681325,DeductibleAmtPaid_sum,-0.77980715,ChronicCond_Heartfailure_mean,-0.72725695,0.3685343,21930.0,250.0,0.4555555555555555
1041,PRV56463,0.002551132,Provider_Insurance_Claim_Reimbursement_Amt,-2.2393162,DeductibleAmtPaid_sum,-0.5169106,ChronicCond_KidneyDisease_mean,-0.48195618,0.2551132,1660.0,110.0,0.2222222222222222
1042,PRV51382,0.014892618,Provider_Insurance_Claim_Reimbursement_Amt,-2.0840771,prv_avg_claims_indicator,-0.6864848,HospitalDuration_max,-0.44077766,1.4892619,6840.0,1.0,
1043,PRV54061,0.3867772,Provider_Insurance_Claim_Reimbursement_Amt,-1.2195164,HospitalDuration_max,0.9163765,HospitalDuration_std,0.80832905,38.67772,30470.0,35.0,15.088627063675034
1044,PRV53594,0.02957314,Provider_Insurance_Claim_Reimbursement_Amt,-1.7632915,DeductibleAmtPaid_sum,-0.6309589,Avg_InscClaimAmtReimbursed_Per_Provider,-0.45847222,2.957314,29470.0,230.0,4567.623762376237
1045,PRV52288,0.0041941325,Provider_Insurance_Claim_Reimbursement_Amt,-2.3037827,DeductibleAmtPaid_sum,-0.61175466,prv_avg_claims_indicator,-0.39957327,0.41941324,2810.0,0.0,1.0833333333333333
1046,PRV56172,0.0036944093,Provider_Insurance_Claim_Reimbursement_Amt,-1.3385248,HospitalDuration_max,-0.9092457,prv_avg_claims_indicator,-0.78877234,0.3694409,31140.0,6.0,1.0
1047,PRV52691,0.0063480795,Provider_Insurance_Claim_Reimbursement_Amt,-1.537899,HospitalDuration_max,-0.8770318,ClaimDuration_max,-0.39343703,0.63480794,22380.0,11.0,15.0
1048,PRV57636,0.0028198601,Provider_Insurance_Claim_Reimbursement_Amt,-1.156259,prv_avg_claims_indicator,-1.0139459,HospitalDuration_max,-0.9421872,0.281986,28000.0,1.0,7.0
1049,PRV54925,0.9519288,Provider_Insurance_Claim_Reimbursement_Amt,1.428886,HospitalDuration_max,0.61911047,DeductibleAmtPaid_sum,0.2142561,95.19288,478870.0,22.0,40734.0
1050,PRV51869,0.009900298,Provider_Insurance_Claim_Reimbursement_Amt,-1.2427744,prv_avg_claims_indicator,-0.9925548,HospitalDuration_max,-0.75633657,0.9900298,26480.0,1.0,8.0
1051,PRV56485,0.06006527,Provider_Insurance_Claim_Reimbursement_Amt,-1.921805,HospitalDuration_max,-0.71200454,ChronicCond_Cancer_mean,-0.50068694,6.006527,26790.0,0.0,0.3125
1052,PRV54129,0.0024587978,Provider_Insurance_Claim_Reimbursement_Amt,-2.1657062,prv_avg_claims_indicator,-0.8559659,DeductibleAmtPaid_sum,-0.59928936,0.24587977,3120.0,1.0,0.0
1053,PRV52284,0.011041548,Provider_Insurance_Claim_Reimbursement_Amt,-2.39259,DeductibleAmtPaid_sum,-0.62907314,Avg_InscClaimAmtReimbursed_Per_Provider,-0.40789315,1.1041548,5320.0,180.0,3615.897435897436
